Kod wojewdztwa,Kod powiatu,Kod gminy,Wojewdztwo,Powiat,Gmina,Typ gminy,Nazwa formularza,Liczba podatnikw,Kwota przychodu                   w tys zotych,Kwota dochodu w tys zotych,Kwota dochodu do opodatkowania                  w tys zotych,Podatek naleny                  w tys zotych
24,16,11,LSKIE,ZAWIERCIASKI,PORBA,GM,PIT40A,836,18647,18647,18647,0
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT28,1659,166588,0,0,12889
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT36,3250,3956866,192512,172566,11337
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT36L,482,1261991,173457,168318,31980
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT37,26660,1407054,1350919,1211429,67584
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT38,396,159455,7003,6637,1261
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT39,99,13727,8409,1363,259
24,16,21,LSKIE,ZAWIERCIASKI,ZAWIERCIE,GM,PIT40A,4827,107932,107932,107931,15
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT28,51,4116,0,0,295
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT36,164,29165,6881,6142,210
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT36L,16,39601,5604,5411,1028
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT37,1098,40836,38917,34607,1098
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT38,12,546,126,86,16
24,16,32,LSKIE,ZAWIERCIASKI,IRZDZE,GW,PIT40A,405,7155,7155,7155,0
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT28,159,30920,0,0,2153
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT36,388,71317,19761,16909,748
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT36L,65,173391,19233,17167,3262
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT37,3239,155669,148801,129392,5647
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT38,32,3123,130,125,24
24,16,42,LSKIE,ZAWIERCIASKI,KROCZYCE,GW,PIT40A,673,13814,13814,13814,4
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT28,436,52602,0,0,4007
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT36,1039,178336,63163,55717,3646
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT36L,179,367475,59960,57801,10982
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT37,8819,497823,477693,422593,23107
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT38,164,28288,2579,2505,476
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT39,23,3162,2185,492,94
24,16,53,LSKIE,ZAWIERCIASKI,AZY,MW,PIT40A,1378,30798,30798,30798,0
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT28,299,33720,0,0,2296
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT36,665,125876,38335,33839,2071
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT36L,142,315329,46678,45203,8589
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT37,4796,253120,242383,215368,11410
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT38,78,4692,130,125,24
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT39,17,2157,849,87,16
24,16,63,LSKIE,ZAWIERCIASKI,OGRODZIENIEC,MW,PIT40A,943,20403,20403,20403,0
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT28,237,38561,0,0,2496
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT36,539,109300,27032,23754,1258
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT36L,80,286192,28576,27292,5185
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT37,4248,213796,204348,180690,8396
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT38,50,5915,158,135,25
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT39,6,823,594,0,0
24,16,73,LSKIE,ZAWIERCIASKI,PILICA,MW,PIT40A,1056,21043,21043,21043,0
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT28,183,20218,0,0,1475
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT36,538,110141,25956,23483,970
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT36L,71,321082,42221,41306,7848
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT37,3302,136215,130627,114967,4040
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT38,27,7710,38,20,4
24,16,83,LSKIE,ZAWIERCIASKI,SZCZEKOCINY,MW,PIT40A,1001,19242,19242,19242,0
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT28,148,23148,0,0,1493
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT36,357,53567,19591,17078,939
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT36L,68,112236,35926,35350,6717
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT37,2770,141841,136144,120004,6028
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT38,53,14679,216,170,32
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT39,9,694,680,18,3
24,16,93,LSKIE,ZAWIERCIASKI,WODOWICE,MW,PIT40A,515,11267,11267,11267,0
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT28,69,6350,0,0,469
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT36,208,36762,9042,8226,443
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT36L,24,127017,12520,12384,2353
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT37,1927,81497,77759,68936,2494
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT38,14,130410,7,7,1
24,16,102,LSKIE,ZAWIERCIASKI,ARNOWIEC,GW,PIT40A,630,10886,10886,10886,0
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT28,1362,152281,0,0,10799
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT36,2525,352439,141007,126366,7355
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT36L,490,1095412,133239,126972,24125
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT37,16030,805484,768261,684399,34712
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT38,405,69481,6204,5754,1092
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT39,55,7132,4277,266,51
24,17,11,LSKIE,YWIECKI,YWIEC,GM,PIT40A,3096,67052,67052,67052,10
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT28,218,28602,0,0,1740
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT36,460,63884,26389,23691,1474
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT36L,77,122340,15130,14394,2735
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT37,3318,172908,165446,147103,7730
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT38,71,10539,4858,4794,911
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT39,13,1277,684,23,4
24,17,22,LSKIE,YWIECKI,CZERNICHW,GW,PIT40A,663,13561,13561,13561,0
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT28,182,23787,0,0,1581
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT36,372,63014,19287,17092,729
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT36L,61,152648,15995,15216,2891
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT37,3339,170539,162826,144345,6623
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT38,67,2049,707,700,133
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT39,8,895,453,90,17
24,17,32,LSKIE,YWIECKI,GILOWICE,GW,PIT40A,469,9596,9596,9596,0
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT28,401,54804,0,0,3816
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT36,760,135409,44662,39758,2413
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT36L,129,348265,27103,25413,4828
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT37,6367,295700,281510,247968,10831
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT38,128,7944,589,582,111
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT39,23,1377,728,43,8
24,17,42,LSKIE,YWIECKI,JELENIA,GW,PIT40A,1511,29932,29932,29932,0
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT28,50,6103,0,0,409
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT36,126,24614,7759,6944,289
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT36L,12,23930,6759,6633,1260
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT37,1145,53340,50966,45098,1872
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT38,24,13095,145,86,16
24,17,52,LSKIE,YWIECKI,KOSZARAWA,GW,PIT40A,246,4869,4869,4869,0
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT28,395,53222,0,0,3639
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT36,839,135963,44501,38546,2130
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT36L,134,241139,32904,29772,5657
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT37,5457,282081,269004,236416,12115
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT38,125,21688,673,661,125
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT39,18,3375,2916,84,16
24,17,62,LSKIE,YWIECKI,LIPOWA,GW,PIT40A,980,20709,20709,20709,0
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT28,128,12255,0,0,843
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT36,206,35188,11560,10394,588
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT36L,44,67889,9455,8955,1701
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT37,2466,126543,121223,107512,4910
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT38,47,3509,230,229,43
24,17,72,LSKIE,YWIECKI,KAWICA,GW,PIT40A,335,7047,7047,7047,14
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT28,593,100840,0,0,7112
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT36,1252,210474,75004,66616,3780
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT36L,215,567875,74617,71013,13492
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT37,7455,390647,372086,327517,16008
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT38,183,27340,1171,1137,216
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT39,30,5101,3486,179,34
24,17,82,LSKIE,YWIECKI,ODYGOWICE,GW,PIT40A,1257,27349,27349,27349,11
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT28,335,55305,0,0,3670
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT36,728,110586,35098,31550,1718
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT36L,78,136455,22130,20893,3970
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT37,4770,215307,205251,181111,7402
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT38,93,8197,365,351,67
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT39,15,2046,1539,48,9
24,17,92,LSKIE,YWIECKI,MILWKA,GW,PIT40A,954,18939,18939,18939,0
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT28,425,60271,0,0,3748
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT36,851,135266,44846,39421,1798
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT36L,108,510893,32437,30978,5886
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT37,6407,309032,294446,258521,11009
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT38,126,6875,414,408,78
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT39,25,2549,1948,146,28
24,17,102,LSKIE,YWIECKI,RADZIECHOWYWIEPRZ,GW,PIT40A,1162,24073,24073,24073,0
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT28,266,45046,0,0,2586
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT36,623,98967,28815,26181,1354
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT36L,57,324497,36537,35847,6811
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT37,4034,175961,167457,147722,5834
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT38,66,29289,4482,4472,850
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT39,10,501,281,0,0
24,17,112,LSKIE,YWIECKI,RAJCZA,GW,PIT40A,1004,20630,20630,20630,0
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT28,114,11038,0,0,693
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT36,259,45835,12226,10960,509
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT36L,20,67195,7587,7270,1381
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT37,1790,86160,82572,73787,3074
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT38,27,819,108,87,16
24,17,122,LSKIE,YWIECKI,LEMIE,GW,PIT40A,280,5610,5610,5610,0
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT28,271,45587,0,0,2711
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT36,469,79022,23607,21081,942
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT36L,84,201507,22906,21551,4095
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT37,4050,196105,186639,163631,7009
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT38,85,5032,797,735,140
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT39,14,1503,964,42,8
24,17,132,LSKIE,YWIECKI,WINNA,GW,PIT40A,845,17820,17820,17820,0
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT28,130,18632,0,0,1274
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT36,286,66746,13251,11948,616
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT36L,31,53434,8208,7859,1493
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT37,1895,79040,75269,67092,2440
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT38,35,693,125,125,23
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT39,6,1006,209,14,3
24,17,142,LSKIE,YWIECKI,UJSOY,GW,PIT40A,583,11460,11460,11460,0
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT28,542,76797,0,0,4894
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT36,1033,169775,55749,49104,2895
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT36L,186,631020,85820,82725,15718
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT37,6933,331557,316511,278370,12768
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT38,190,9874,471,443,84
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT39,17,2700,1655,345,66
24,17,152,LSKIE,YWIECKI,WGIERSKA GRKA,GW,PIT40A,1552,32535,32535,32535,0
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT28,8653,1092310,0,0,88353
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT36,14635,2487063,934860,834610,60170
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT36L,3424,7516984,1041026,987921,187705
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT36S,7,2057,120,120,9
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT37,91664,4994976,4772941,4276682,260308
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT38,2781,716657,65054,61699,11698
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT39,381,98993,51791,7152,1359
24,61,11,LSKIE,M BIELSKOBIAA,M BIELSKOBIAA,GM,PIT40A,15359,339187,339187,339186,63
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT28,3585,471581,0,0,35152
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT36,8655,1246635,487810,441478,26739
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT36L,1310,2267582,353079,338648,64343
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT37,83666,4334427,4148552,3769131,199084
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT38,1316,316508,8989,8472,1600
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT39,235,37328,19129,2558,486
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PIT40A,9971,208337,208337,208337,50
24,62,11,LSKIE,M BYTOM,M BYTOM,GM,PT36LS,10,16515,1974,1974,375
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT28,3004,409096,0,0,33013
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT36,6589,1027135,403938,364271,25043
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT36L,1076,2318512,401800,386522,73423
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT37,57452,3059045,2911292,2628062,151038
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT38,1062,311858,35085,34255,6499
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT39,170,31487,15494,2388,454
24,63,11,LSKIE,M CHORZW,M CHORZW,GM,PIT40A,7439,160057,160057,160057,35
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT28,8623,1215674,0,0,91172
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT36,17667,3356853,1005279,902679,61132
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT36L,3539,8704822,1135817,1092867,207645
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT36S,15,3739,380,377,20
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT37,116685,5747807,5462703,4893512,253754
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT38,2580,11004202,35070,29786,5636
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT39,458,90238,50274,5516,1048
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PIT40A,23018,496803,496803,496802,112
24,64,11,LSKIE,M CZSTOCHOWA,M CZSTOCHOWA,GM,PT36LS,9,13601,3999,3999,760
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT28,4190,553209,0,0,42815
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT36,7899,1425390,502129,452846,33800
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT36L,1575,3628214,470815,451297,85746
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT37,68992,3946432,3790095,3418780,201137
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT38,1546,346403,22829,21143,4017
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT39,213,38787,21372,1827,347
24,65,11,LSKIE,M DBROWA GRNICZA,M DBROWA GRNICZA,GM,PIT40A,8592,185522,185522,185522,63
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT28,7078,1070753,0,0,91845
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT36,12951,2172086,896204,804642,62697
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT36L,2814,4791373,791443,752580,142955
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT36S,6,1387,242,170,7
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT37,99716,6010824,5723777,5152638,340299
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT38,2644,1644290,649972,645630,122666
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT39,356,82508,43956,4709,895
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PIT40A,11669,251048,251048,251046,118
24,66,11,LSKIE,M GLIWICE,M GLIWICE,GM,PT36LS,12,27678,4652,4618,877
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT28,1903,178336,0,0,15348
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT36,6282,796586,341116,305738,18927
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT36L,527,1136116,168385,162367,30850
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT37,48031,2834687,2752103,2502567,148140
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT38,1995,581646,268740,263499,50065
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT39,186,26768,12892,2432,462
24,67,11,LSKIE,M JASTRZBIEZDRJ,M JASTRZBIEZDRJ,GM,PIT40A,4211,86332,86332,86332,110
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT28,3150,329821,0,0,24936
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT36,6035,1090547,386627,344704,23740
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT36L,936,1987371,301358,283732,53909
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT37,52366,3045513,2932747,2631457,150962
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT38,1082,321438,38996,38049,7229
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT39,178,25176,13293,2564,487
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PIT40A,5118,108365,108365,108365,31
24,68,11,LSKIE,M JAWORZNO,M JAWORZNO,GM,PT36LS,7,24475,1673,1051,200
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT28,12461,1947674,0,0,186183
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT36,21799,3755500,1595231,1440830,127204
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT36L,5220,9122550,1410856,1350144,256340
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT36S,10,974,222,206,10
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT37,169173,10591344,10097873,9149424,668940
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT38,4974,2596632,167145,158567,30029
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT39,579,161137,81556,9963,1893
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PIT40A,17755,387014,387014,387014,453
24,69,11,LSKIE,M KATOWICE,M KATOWICE,GM,PT36LS,7,5871,962,938,178
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT28,2229,285398,0,0,23055
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT36,4902,881069,336748,300680,22853
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT36L,932,1882058,292103,284460,54047
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT37,42212,2514113,2412068,2175443,132435
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT38,930,173650,11836,11195,2127
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT39,163,34725,17983,2716,516
24,70,11,LSKIE,M MYSOWICE,M MYSOWICE,GM,PIT40A,3576,75655,75655,75655,39
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT28,1324,150014,0,0,11185
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT36,3320,529739,191731,171935,10563
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT36L,564,1098662,181033,175265,33300
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT37,31094,1644183,1578288,1432237,75025
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT38,449,123324,2905,2728,518
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT39,49,10217,6176,294,56
24,71,11,LSKIE,M PIEKARY LSKIE,M PIEKARY LSKIE,GM,PIT40A,2960,61364,61364,61364,54
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT28,3306,463550,0,0,35534
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT36,7881,1352803,496686,446693,29855
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT36L,1104,2420595,316503,304540,57757
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT36S,6,4405,274,274,15
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT37,80407,4549090,4373616,3970015,221656
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT38,1206,212433,12717,11923,2260
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT39,223,35400,20200,1772,337
24,72,11,LSKIE,M RUDA LSKA,M RUDA LSKA,GM,PIT40A,6101,126643,126643,126643,191
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT28,3808,481961,0,0,40929
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT36,10413,1739779,660073,585658,37766
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT36L,1500,4509789,533896,511437,97169
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT36S,9,1131,176,176,7
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT37,75520,4355270,4207430,3776698,219891
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT38,1681,609308,21862,20041,3800
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT39,250,54936,28401,3256,619
24,73,11,LSKIE,M RYBNIK,M RYBNIK,GM,PIT40A,6833,143938,143938,143938,129
24,74,11,LSKIE,M SIEMIANOWICE LSKIE,M SIEMIANOWICE LSKIE,GM,PIT28,1868,247652,0,0,18529
